"RS","NAME","INSGESAMT","INSG_M","INSG_W","AUSL_INSG","AUSL_M","AUSL_W","IIU6","IMU6","IWU6","DIU6","DMU6","DWU6","AIU6","AMU6","AWU6","II6BU15","IM6BU15","IW6BU15","DI6BU15","DM6BU15","DW6BU15","AI6BU15","AM6BU15","AW6BU15","II15BU65","IM15BU65","IW15BU65","DI15BU65","DM15BU65","DW15BU65","AI15BU65","AM15BU65","AW15BU65","II65UM","IM65UM","IW65UM","DI65UM","DM65UM","DW65UM","AI65UM","AM65UM","AW65UM","ANT_AI","ANT_AM","ANT_AW","ANT_AIU6","ANT_AMU6","ANT_AWU6","ANT_AI6BU15","ANT_AM6BU15","ANT_AW6BU15","ANT_AI15BU65","ANT_AM15BU65","ANT_AW15BU65","ANT_AI65UM","ANT_AM65UM","ANT_AW65UM","SOZ_INS","SOZ_AUS","BESCHQ_INS","BESCHQ_AUS","ARBLOS_INSG","ARBLOS_AUSL","BESCH_AUS_ABSOLUT","ARBSUCH_INSG_ABSOLUT","ARBSUCH_FLUMI_ABSOLUT","ALQ_AUSL","ANT_ARBS_FLUMI","ANT_SOZ_AUS","kurs_begon","kurs_beend","kurs_tnber","kurs_tln","AZR_INSG","AZR_GASTARB","AZR_EU28_AUSL","AZR_OST2004","AZR_NICHTEU_AUSL","AZR_SYRIEN","AZR_AFGHANISTAN","AZR_IRAK","AZR_EUNIEDERL","AZR_UNBEFR","AZR_BEFR","AZR_ERWERB","AZR_BLUE_C","AZR_GESTATT","AZR_DULD","AZR_U6","AZR_6BU15","AZR_15BU65","AZR_65UM","AZR_ADU2","AZR_AD2BU10","AZR_AD10BU25","AZR_AD25UM","AZR_ANT_GASTARB","AZR_ANT_EU28_AUSL","AZR_ANT_OST2004","AZR_ANT_NICHTEU_AUSL","AZR_ANT_SYRIEN","AZR_ANT_AFGHANISTAN","AZR_ANT_IRAK","AZR_ANT_EUNIEDERL","AZR_ANT_UNBEFR","AZR_ANT_BEFR","AZR_ANT_ERWERB","AZR_ANT_BLUE_C","AZR_ANT_GESTATT","AZR_ANT_DULD","AZR_ANT_U6","AZR_ANT_6BU15","AZR_ANT_15BU65","AZR_ANT_65UM","AZR_ANT_ADU2","AZR_ANT_AD2BU10","AZR_ANT_AD10BU25","AZR_ANT_AD25UM","N_Sch_I_Lag","N_Sch_O","N_Sch_J","N_Sch_N","N_Sch_SY","N_Sch_AF","N_Sch_IQ","N_Sch_RU","N_Sch_IR","N_Sch_XK","A2_Sch_i","A_Sch_O","A_Sch_J","A_Sch_N","A_Sch_SY","A_Sch_AF","A_Sch_IQ","A_Sch_RU","A_Sch_IR","A_Sch_XK","Sch_I_lag"
08136,"Ostalbkreis",314025,156464,157561,35253,18747,16506,17775,9114,8661,15784,8099,7685,1991,1015,976,26271,13430,12841,23980,12241,11739,2291,1189,1102,204714,104922,99792,177130,89996,87134,27584,14926,12658,65265,28998,36267,61878,27381,34497,3387,1617,1770,11.2,12,10.5,11.2,11.1,11.3,8.7,8.9,8.6,13.5,14.2,12.7,5.2,5.6,4.9,130342,15004,63.4,55.2,5106,1423,17114,9376,458,16.9,4.9,11.5,38,32,898,571,36730,18875,17625,11075,19105,1430,295,330,18255,9870,6245,875,240,455,510,1785,2460,28775,3710,4280,14500,6415,11535,51.4,48,30.2,52,3.9,0.8,0.9,49.7,26.9,17,2.4,0.7,1.2,1.4,4.9,6.7,78.3,10.1,11.7,39.5,17.5,31.4,3750,745,2250,555,1015,225,235,115,50,205,1.1,21,63.3,15.6,28.6,6.3,6.6,3.2,1.4,5.8,-5.2
08211,"Baden-Baden, Stadt",55185,26522,28663,11077,5556,5521,2757,1449,1308,2153,1125,1028,604,324,280,3906,2081,1825,3223,1709,1514,683,372,311,34139,16909,17230,25772,12686,13086,8367,4223,4144,14383,6083,8300,12960,5446,7514,1423,637,786,20.1,20.9,19.3,21.9,22.4,21.4,17.5,17.9,17,24.5,25,24.1,9.9,10.5,9.5,21070,4493,61.6,54.5,1230,459,5098,2320,197,8.2,8.5,21.3,12,9,355,203,11460,3830,5205,3200,6255,355,30,200,5575,2640,1990,285,75,170,305,575,720,8720,1445,1315,5040,2540,2570,33.4,45.4,27.9,54.6,3.1,0.3,1.7,48.6,23,17.4,2.5,0.7,1.5,2.7,5,6.3,76.1,12.6,11.5,44,22.2,22.4,1770,295,1355,215,205,35,140,320,55,55,3.4,15.9,72.8,11.6,11,1.9,7.5,17.2,3,3,5.1
08212,"Karlsruhe, Stadt",312060,159887,152173,58604,32404,26200,16058,8216,7842,13833,7065,6768,2225,1151,1074,21494,11117,10377,18885,9694,9191,2609,1423,1186,216621,115741,100880,168254,88453,79801,48367,27288,21079,57887,24813,33074,52484,22271,30213,5403,2542,2861,18.8,20.3,17.2,13.9,14,13.7,12.1,12.8,11.4,22.3,23.6,20.9,9.3,10.2,8.7,122787,22959,56.3,46.5,6563,1981,26119,13371,520,7,3.9,18.7,116,98,993,828,57690,21570,27250,16175,30435,1505,500,690,28540,12385,12115,2400,830,920,665,2035,2640,47510,5500,7445,24305,12225,13710,37.4,47.2,28,52.8,2.6,0.9,1.2,49.5,21.5,21,4.2,1.4,1.6,1.2,3.5,4.6,82.4,9.5,12.9,42.1,21.2,23.8,5210,2025,3155,840,985,360,580,515,185,120,1.9,33.6,52.4,13.9,16.3,6,9.6,8.5,3.1,2,15.6
08215,"Karlsruhe",445101,221685,223416,60747,32545,28202,25024,12718,12306,22032,11231,10801,2992,1487,1505,36499,18935,17564,32554,16847,15707,3945,2088,1857,288363,147623,140740,239751,121094,118657,48612,26529,22083,95215,42409,52806,90017,39968,50049,5198,2441,2757,13.6,14.7,12.6,12,11.7,12.2,10.8,11,10.6,16.9,18,15.7,5.5,5.8,5.2,186119,28271,64.3,59.3,7149,2255,31648,13941,1300,6.6,9.3,15.2,41,46,2028,1374,63070,29540,31905,21475,31165,2415,895,755,33165,15875,8810,1190,340,925,1335,2925,4115,49995,6040,7190,25540,11355,18985,46.8,50.6,34,49.4,3.8,1.4,1.2,52.6,25.2,14,1.9,0.5,1.5,2.1,4.6,6.5,79.3,9.6,11.4,40.5,18,30.1,6740,1385,4415,1185,1755,815,650,160,230,315,1.6,19.8,63.2,17,25.1,11.7,9.3,2.3,3.3,4.5,3.6
08216,"Rastatt",231420,114941,116479,33299,17384,15915,12861,6643,6218,10905,5653,5252,1956,990,966,18436,9499,8937,16120,8263,7857,2316,1236,1080,149662,76350,73312,123754,62722,61032,25908,13628,12280,50461,22449,28012,47342,20919,26423,3119,1530,1589,14.4,15.1,13.7,15.2,14.9,15.5,12.6,13,12.1,17.3,17.8,16.8,6.2,6.8,5.7,100097,15113,66.6,60,3949,1235,17071,7719,770,17.4,10,15.1,35,38,1103,705,35400,15720,18815,13340,16580,1570,570,545,19460,8330,5415,580,135,695,620,1920,2505,27435,3540,3970,15345,6150,9935,44.4,53.1,37.7,46.8,4.4,1.6,1.5,55,23.5,15.3,1.6,0.4,2,1.8,5.4,7.1,77.5,10,11.2,43.3,17.4,28.1,4315,865,3145,520,1275,490,445,165,175,285,2,19.1,69.4,11.5,28.1,10.8,9.8,3.6,3.9,6.3,5
08221,"Heidelberg, Stadt",161485,77638,83847,32857,16430,16427,8995,4607,4388,7182,3642,3540,1813,965,848,10890,5533,5357,9383,4752,4631,1507,781,726,114924,56156,58768,87727,42651,45076,27197,13505,13692,26676,11342,15334,24336,10163,14173,2340,1179,1161,20.3,21.2,19.6,20.2,20.9,19.3,13.8,14.1,13.6,23.7,24,23.3,8.8,10.4,7.6,53528,10392,46.6,38.2,3128,994,11986,5578,348,7.6,6.2,19.4,75,33,537,360,28440,8250,10460,4565,17980,715,385,460,11635,5695,7410,1845,690,190,325,1190,1485,23645,2120,5325,12510,5750,4855,29,36.8,16.1,63.2,2.5,1.4,1.6,40.9,20,26.1,6.5,2.4,0.7,1.1,4.2,5.2,83.1,7.5,18.7,44,20.2,17.1,2570,345,1700,320,395,230,240,150,280,140,1.5,14.6,71.9,13.5,16.7,9.7,10.1,6.3,11.8,5.9,-8
08222,"Mannheim, Stadt",310658,155007,155651,74174,39546,34628,17781,9179,8602,14663,7492,7171,3118,1687,1431,22605,11745,10860,18823,9658,9165,3782,2087,1695,213278,109734,103544,153651,77654,75997,59627,32080,27547,56994,24349,32645,49347,20657,28690,7647,3692,3955,23.9,25.5,22.2,17.5,18.4,16.6,16.7,17.8,15.6,28,29.2,26.6,13.4,15.2,12.1,127807,30995,60.1,52.8,9869,4117,35336,19809,668,10,3.4,24.3,99,83,1701,1163,82300,40490,43230,26215,39070,1555,340,825,45090,22750,10855,2085,860,125,370,2830,3785,66060,9630,8055,28995,17565,27685,49.2,52.5,31.9,47.5,1.9,0.4,1,54.8,27.6,13.2,2.5,1,0.2,0.4,3.4,4.6,80.3,11.7,9.8,35.2,21.3,33.6,3360,190,3130,285,890,225,460,180,155,170,1.2,5.3,86.8,7.9,24.7,6.2,12.8,5,4.3,4.7,7.3
08225,"Neckar-Odenwald-Kreis",143633,72186,71447,14601,7920,6681,7824,4035,3789,6972,3584,3388,852,451,401,11416,5872,5544,10309,5296,5013,1107,576,531,92991,48072,44919,81603,41756,39847,11388,6316,5072,31402,14207,17195,30148,13630,16518,1254,577,677,10.2,11,9.4,10.9,11.2,10.6,9.7,9.8,9.6,12.2,13.1,11.3,4,4.1,3.9,59845,6495,64.1,58.1,2572,613,7238,4741,437,13.6,9.2,10.9,21,24,645,484,15765,6255,8160,6295,7600,950,335,265,8385,3410,2470,225,35,240,435,875,1185,12290,1415,2035,7225,2380,4125,39.7,51.8,39.9,48.2,6,2.1,1.7,53.2,21.6,15.7,1.4,0.2,1.5,2.8,5.6,7.5,78,9,12.9,45.8,15.1,26.2,2030,405,1240,345,600,285,235,20,25,140,1.4,20.4,62.3,17.3,30.2,14.3,11.8,1,1.3,7,-2
08226,"Rhein-Neckar-Kreis",548355,269715,278640,70465,36772,33693,31674,16312,15362,28009,14373,13636,3665,1939,1726,45533,23553,21980,40745,21038,19707,4788,2515,2273,352365,177237,175128,297056,148144,148912,55309,29093,26216,118783,52613,66170,112080,49388,62692,6703,3225,3478,12.9,13.6,12.1,11.6,11.9,11.2,10.5,10.7,10.3,15.7,16.4,15,5.6,6.1,5.3,221890,30290,62.8,55.7,10420,3351,35053,19416,1979,13.1,10.2,13.7,69,55,2560,1899,74485,33020,32430,18455,42055,3650,1310,1215,34020,20930,13715,1755,830,1355,2030,3610,4965,58420,7490,7085,29775,14030,23590,44.3,43.5,24.8,56.5,4.9,1.8,1.6,45.7,28.1,18.4,2.4,1.1,1.8,2.7,4.8,6.7,78.4,10.1,9.5,40,18.8,31.7,9925,2145,6470,1605,2750,1190,950,180,355,560,1.9,21,63.3,15.7,26.9,11.6,9.3,1.8,3.5,5.5,3
08231,"Pforzheim, Stadt",125957,61998,63959,34242,17469,16773,8199,4095,4104,5899,2956,2943,2300,1139,1161,10783,5521,5262,8056,4133,3923,2727,1388,1339,81642,41892,39750,55398,28280,27118,26244,13612,12632,25333,10490,14843,22362,9160,13202,2971,1330,1641,27.2,28.2,26.2,28.1,27.8,28.3,25.3,25.1,25.4,32.1,32.5,31.8,11.7,12.7,11.1,50854,14506,62.3,56.6,3701,1767,16260,6802,837,3.5,12.3,28.5,70,45,889,724,35205,15920,17435,11030,17770,1215,230,3660,18005,8095,6975,595,145,335,435,2060,2715,27135,3295,3145,15480,6450,10130,45.2,49.5,31.3,50.5,3.5,0.7,10.4,51.1,23,19.8,1.7,0.4,1,1.2,5.9,7.7,77.1,9.4,8.9,44,18.3,28.8,5015,400,4835,320,930,185,2895,90,50,150,4.4,7.2,87,5.8,16.7,3.3,52.1,1.6,0.9,2.7,10.9
08235,"Calw",159201,79850,79351,24581,13176,11405,9238,4840,4398,7936,4144,3792,1302,696,606,13327,6948,6379,11728,6110,5618,1599,838,761,103087,52975,50112,84133,42676,41457,18954,10299,8655,33549,15087,18462,30823,13744,17079,2726,1343,1383,15.4,16.5,14.4,14.1,14.4,13.8,12,12.1,11.9,18.4,19.4,17.3,8.1,8.9,7.5,67671,11191,65.6,60.5,2554,778,12493,5133,497,5.7,9.7,16.5,20,12,656,481,26210,14445,15260,9845,10950,920,395,190,15705,5755,3455,425,55,355,450,1270,1735,20075,3130,2855,10235,4000,9115,55.1,58.2,37.6,41.8,3.5,1.5,0.7,59.9,22,13.2,1.6,0.2,1.4,1.7,4.8,6.6,76.6,11.9,10.9,39,15.3,34.8,2560,535,1615,340,815,415,140,40,65,105,1.6,21.5,64.9,13.7,32.7,16.7,5.6,1.6,2.6,4.2,-2.7
08236,"Enzkreis",199556,99072,100484,26722,14098,12624,11602,5898,5704,10275,5231,5044,1327,667,660,16501,8538,7963,14750,7626,7124,1751,912,839,128794,65656,63138,107955,54484,53471,20839,11172,9667,42659,18980,23679,39854,17633,22221,2805,1347,1458,13.4,14.2,12.6,11.4,11.3,11.6,10.6,10.7,10.5,16.2,17,15.3,6.6,7.1,6.2,84053,12047,65.1,58.7,2641,918,13416,5292,747,6.3,14.1,14.3,6,2,817,591,28825,15525,15925,8160,12900,1365,605,625,16380,6740,3950,305,55,415,370,1370,1940,22210,3310,2535,10375,4710,11210,53.9,55.2,28.3,44.8,4.7,2.1,2.2,56.8,23.4,13.7,1.1,0.2,1.4,1.3,4.8,6.7,77.1,11.5,8.8,36,16.3,38.9,2925,600,2185,295,1015,525,490,20,60,100,1.5,19.5,70.9,9.6,33,17,15.9,0.6,1.9,3.2,5.3
08237,"Freudenstadt",118243,59082,59161,14524,7702,6822,6640,3360,3280,5797,2916,2881,843,444,399,9948,5129,4819,8855,4547,4308,1093,582,511,77067,39598,37469,65836,33587,32249,11231,6011,5220,24588,10995,13593,23231,10330,12901,1357,665,692,12.3,13,11.5,12.7,13.2,12.2,11,11.3,10.6,14.6,15.2,13.9,5.5,6,5.1,51670,6793,67,62.6,1985,508,7575,3732,336,6.2,9,13.1,17,16,485,329,15565,6910,8100,5980,7465,885,225,135,8345,3430,2850,270,35,245,320,850,1140,12080,1500,2035,6995,2340,4195,44.4,52,38.4,48,5.7,1.4,0.9,53.6,22,18.3,1.7,0.2,1.6,2.1,5.5,7.3,77.6,9.6,13.1,44.9,15,27,2000,370,1355,255,690,215,150,20,50,85,1.7,18.7,68.6,12.9,34.9,10.9,7.6,1,2.5,4.3,-1.3
08311,"Freiburg im Breisgau, Stadt",231195,110333,120862,39961,20285,19676,13641,7036,6605,11860,6135,5725,1781,901,880,17362,8757,8605,14843,7451,7392,2519,1306,1213,161695,78222,83473,128983,61552,67431,32712,16670,16042,38497,16318,22179,35548,14910,20638,2949,1408,1541,17.3,18.4,16.3,13.1,12.8,13.3,14.5,14.9,14.1,20.2,21.3,19.2,7.7,8.6,6.9,83635,15328,51.8,47.2,6016,1889,17950,11305,928,9.4,8.2,18.3,102,68,1191,878,39515,13655,16135,7465,23380,1700,680,1050,17455,7225,10100,1590,175,615,940,1630,2605,32230,3055,4945,17800,8720,8050,34.6,40.8,18.9,59.2,4.3,1.7,2.7,44.2,18.3,25.6,4,0.4,1.6,2.4,4.1,6.6,81.6,7.7,12.5,45,22.1,20.4,5815,820,3815,620,1215,515,730,170,130,235,2.3,15.6,72.6,11.8,23.1,9.8,13.9,3.2,2.5,4.5,-9.6
08315,"Breisgau-Hochschwarzwald",263601,129954,133647,31987,17055,14932,15555,8010,7545,13520,6984,6536,2035,1026,1009,22448,11529,10919,20300,10423,9877,2148,1106,1042,167366,84216,83150,142452,70764,71688,24914,13452,11462,58232,26199,32033,55342,24728,30614,2890,1471,1419,12.1,13.1,11.2,13.1,12.8,13.4,9.6,9.6,9.5,14.9,16,13.8,5,5.6,4.4,103220,14186,61.5,58.2,3967,1126,16906,7753,1029,6.5,13.3,13.7,28,23,1296,897,33715,11880,16380,9865,17340,1400,655,530,17830,5540,5475,1030,105,1065,855,1775,2220,26435,3285,4065,16130,6210,7315,35.2,48.6,29.3,51.4,4.2,1.9,1.6,52.9,16.4,16.2,3.1,0.3,3.2,2.5,5.3,6.6,78.4,9.7,12.1,47.8,18.4,21.7,4965,1350,3035,675,1100,570,440,55,130,265,1.9,26.7,60,13.4,21.8,11.3,8.7,1.1,2.6,5.2,1.8
08316,"Emmendingen",166408,82244,84164,17990,9691,8299,9818,4974,4844,8739,4439,4300,1079,535,544,14090,7290,6800,12670,6533,6137,1420,757,663,107059,54165,52894,92971,46490,46481,14088,7675,6413,35441,15815,19626,34038,15091,18947,1403,724,679,10.8,11.8,9.9,11,10.8,11.2,10.1,10.4,9.8,13.2,14.2,12.1,4,4.6,3.5,69454,7765,64.8,57.3,2369,699,8991,4812,685,7.2,14.2,11.2,26,23,725,594,19110,7135,8955,5385,10150,1585,355,565,9435,3570,4240,490,50,535,430,1135,1440,14955,1580,2365,8980,3360,4405,37.3,46.9,28.2,53.1,8.3,1.9,3,49.4,18.7,22.2,2.6,0.3,2.8,2.3,5.9,7.5,78.3,8.3,12.4,47,17.6,23.1,3260,660,2380,300,1150,335,450,60,35,135,2,19.7,71.2,9,34.4,10,13.5,1.8,1,4,2.6
08317,"Ortenaukreis",430953,214820,216133,52504,28205,24299,25408,12947,12461,22004,11243,10761,3404,1704,1700,36386,18599,17787,32353,16532,15821,4033,2067,1966,278175,142603,135572,237259,120296,116963,40916,22307,18609,90984,40671,50313,86833,38544,48289,4151,2127,2024,12.2,13.1,11.2,13.4,13.2,13.6,11.1,11.1,11.1,14.7,15.6,13.7,4.6,5.2,4,184085,22292,66,56.1,7168,2145,25798,14654,1618,11.4,11,12.1,71,60,1530,1229,57275,18970,29445,17595,27830,3195,1070,1640,30735,10700,11075,1390,125,1395,955,3320,4315,44660,4980,7610,26740,10335,12590,33.1,51.4,30.7,48.6,5.6,1.9,2.9,53.7,18.7,19.3,2.4,0.2,2.4,1.7,5.8,7.5,78,8.7,13.3,46.7,18,22,8065,1650,6055,755,2500,920,1315,140,235,345,2,19.5,71.6,8.9,29.6,10.9,15.5,1.7,2.8,4.1,4.9
08325,"Rottweil",139878,70004,69874,16882,8929,7953,8320,4306,4014,7144,3711,3433,1176,595,581,11972,6185,5787,10495,5415,5080,1477,770,707,89947,46259,43688,77197,39389,37808,12750,6870,5880,29639,13254,16385,28160,12560,15600,1479,694,785,12.1,12.8,11.4,14.1,13.8,14.5,12.3,12.4,12.2,14.2,14.9,13.5,5,5.2,4.8,59587,7170,66.2,58.2,1942,613,8064,3664,486,7.9,13.3,12,65,27,664,557,17540,7810,9095,6070,8445,1170,305,295,9470,3765,3195,340,50,390,325,1155,1425,13240,1720,1880,8240,2660,4765,44.5,51.9,34.6,48.1,6.7,1.7,1.7,54,21.5,18.2,1.9,0.3,2.2,1.9,6.6,8.1,75.5,9.8,10.7,47,15.2,27.2,2655,470,2000,255,995,310,280,70,65,145,1.9,17.2,73.4,9.4,36.5,11.4,10.3,2.6,2.4,5.3,2.6
08326,"Schwarzwald-Baar-Kreis",212506,105394,107112,33727,17912,15815,12317,6223,6094,10320,5208,5112,1997,1015,982,17403,8891,8512,15097,7705,7392,2306,1186,1120,135178,69339,65839,109789,55497,54292,25389,13842,11547,47608,20941,26667,43573,19072,24501,4035,1869,2166,15.9,17,14.8,16.2,16.3,16.1,13.3,13.3,13.2,18.8,20,17.5,8.5,8.9,8.1,88076,14810,64.7,58.8,3925,1375,16459,7290,677,7.6,9.3,16.8,35,34,886,674,35360,18270,19925,11845,15435,1840,165,220,21010,7315,5350,725,130,320,385,2005,2560,26550,4245,4540,14765,5005,11050,51.7,56.3,33.5,43.7,5.2,0.5,0.6,59.4,20.7,15.1,2.1,0.4,0.9,1.1,5.7,7.2,75.1,12,12.8,41.8,14.2,31.3,2880,375,2405,305,1405,155,155,40,30,170,1.5,12.2,78,9.9,45.5,5,5,1.3,1,5.5,7.1
08327,"Tuttlingen",140766,70847,69919,24162,13014,11148,8850,4455,4395,7152,3568,3584,1698,887,811,12789,6546,6243,10829,5533,5296,1960,1013,947,91414,47429,43985,72903,37219,35684,18511,10210,8301,27713,12417,15296,25720,11513,14207,1993,904,1089,17.2,18.4,15.9,19.2,19.9,18.5,15.3,15.5,15.2,20.2,21.5,18.9,7.2,7.3,7.1,60953,10805,66.8,60.2,2434,923,12100,3965,336,7,8.5,17.7,23,23,516,428,25420,11540,13960,9530,11460,1125,420,335,14395,5445,3845,525,95,480,455,1785,2020,19350,2265,3245,11615,3790,6775,45.4,54.9,37.5,45.1,4.4,1.7,1.3,56.6,21.4,15.1,2.1,0.4,1.9,1.8,7,7.9,76.1,8.9,12.8,45.7,14.9,26.7,2520,615,1720,350,825,385,265,15,40,115,1.9,22.9,64.1,13,30.7,14.3,9.9,0.6,1.5,4.3,6.5
08335,"Konstanz",286305,139337,146968,44032,22609,21423,16214,8305,7909,13612,6933,6679,2602,1372,1230,22845,11565,11280,19855,10077,9778,2990,1488,1502,187008,93127,93881,153330,75662,77668,33678,17465,16213,60238,26340,33898,55476,24056,31420,4762,2284,2478,15.4,16.2,14.6,16,16.5,15.6,13.1,12.9,13.3,18,18.8,17.3,7.9,8.7,7.3,105682,19082,56.4,57.5,5135,1736,21789,9974,1273,7.5,12.8,18.1,63,53,1680,1194,46345,21240,24385,12020,21960,3010,725,690,26560,7680,8660,1345,215,970,600,2495,2915,35755,5175,5780,19840,7285,13435,45.8,52.6,25.9,47.4,6.5,1.6,1.5,57.3,16.6,18.7,2.9,0.5,2.1,1.3,5.4,6.3,77.1,11.2,12.5,42.8,15.7,29,5675,1190,4300,475,2270,635,585,130,225,250,2.1,19.9,72.1,8,38.1,10.6,9.8,2.2,3.8,4.2,5.1
08336,"Lörrach",228736,112047,116689,35313,17901,17412,13657,6958,6699,11752,6000,5752,1905,958,947,19936,10213,9723,17293,8903,8390,2643,1310,1333,148144,74142,74002,121658,60622,61036,26486,13520,12966,46999,20734,26265,42720,18621,24099,4279,2113,2166,15.4,16,14.9,13.9,13.8,14.1,13.3,12.8,13.7,17.9,18.2,17.5,9.1,10.2,8.2,76447,12816,51.3,49.1,4504,1405,14892,8477,902,21.6,10.6,16.8,55,39,1303,780,37355,18775,17325,6480,20035,1615,360,330,20290,6680,7385,1075,100,695,575,1850,2525,28385,4595,4330,14615,7000,11410,50.3,46.4,17.3,53.6,4.3,1,0.9,54.3,17.9,19.8,2.9,0.3,1.9,1.5,5,6.8,76,12.3,11.6,39.1,18.7,30.5,4135,845,2990,440,1275,330,255,95,130,300,1.9,19.8,69.9,10.3,29.8,7.7,6,2.2,3,7,3.4
08337,"Waldshut",171003,84828,86175,27348,14141,13207,10115,5204,4911,8641,4448,4193,1474,756,718,15117,7743,7374,13263,6743,6520,1854,1000,854,109083,55342,53741,88881,44854,44027,20202,10488,9714,36688,16539,20149,32870,14642,18228,3818,1897,1921,16,16.7,15.3,14.6,14.5,14.6,12.3,12.9,11.6,18.5,19,18.1,10.4,11.5,9.5,56200,9987,51.3,50.4,2908,967,11449,5016,608,7.8,12.1,17.8,24,22,805,514,26830,13350,13310,5555,13520,1790,240,200,16025,4250,4885,670,50,515,280,1395,1825,20150,3460,3230,11350,4410,7840,49.8,49.6,20.7,50.4,6.7,0.9,0.7,59.7,15.8,18.2,2.5,0.2,1.9,1,5.2,6.8,75.1,12.9,12,42.3,16.4,29.2,2760,590,2085,205,1275,220,170,20,60,95,1.7,20.5,72.3,7.1,44.2,7.6,5.9,0.7,2.1,3.3,4.5
08415,"Reutlingen",287034,142281,144753,45761,24242,21519,17133,8853,8280,14811,7653,7158,2322,1200,1122,24164,12374,11790,21151,10847,10304,3013,1527,1486,186102,94670,91432,150854,75593,75261,35248,19077,16171,59635,26384,33251,54457,23946,30511,5178,2438,2740,15.9,17,14.9,13.6,13.6,13.6,12.5,12.3,12.6,18.9,20.2,17.7,8.7,9.2,8.2,120496,20340,64.4,58,5308,2090,22859,10157,1319,8.1,13,16.9,82,66,1676,1214,47785,27070,24950,11970,22835,2915,665,565,25700,10565,8635,1145,250,860,655,2375,3065,36670,5670,4655,18470,7475,17180,56.6,52.2,25,47.8,6.1,1.4,1.2,53.8,22.1,18.1,2.4,0.5,1.8,1.4,5,6.4,76.7,11.9,9.7,38.7,15.6,36,5610,1105,4070,540,1810,550,435,160,155,310,2,19.3,71.2,9.4,31.7,9.6,7.6,2.8,2.7,5.4,1.9
08416,"Tübingen",228678,111504,117174,31435,16030,15405,13605,7018,6587,11951,6145,5806,1654,873,781,18412,9361,9051,16441,8346,8095,1971,1015,956,156424,77223,79201,131448,64460,66988,24976,12763,12213,40237,17902,22335,37403,16523,20880,2834,1379,1455,13.7,14.4,13.1,12.2,12.4,11.9,10.7,10.8,10.6,16,16.5,15.4,7,7.7,6.5,89139,12796,57,51.9,3178,1060,14739,6601,970,6.6,14.7,14.4,44,42,843,604,31980,15655,14395,5725,17585,2245,420,515,15090,6245,8050,1340,210,505,500,1565,2010,25285,3120,3840,13550,5185,9410,49,45,17.9,55,7,1.3,1.6,47.2,19.5,25.2,4.2,0.7,1.6,1.6,4.9,6.3,79.1,9.8,12,42.4,16.2,29.4,4360,620,3395,520,1805,380,430,65,100,200,2,13.7,74.9,11.5,39.8,8.4,9.5,1.4,2.2,4.4,3.9
08417,"Zollernalbkreis",189363,93921,95442,24943,13298,11645,10342,5229,5113,9077,4607,4470,1265,622,643,15173,7766,7407,13561,6906,6655,1612,860,752,121735,62440,59295,102265,51896,50369,19470,10544,8926,42113,18486,23627,39517,17214,22303,2596,1272,1324,13.2,14.2,12.2,12.2,11.9,12.6,10.6,11.1,10.2,16,16.9,15.1,6.2,6.9,5.6,78975,10940,64.7,57.6,3420,934,12303,6034,253,6.9,4.2,13.9,18,16,545,305,25920,15095,14775,9285,11145,600,100,80,15245,6605,2630,420,50,300,225,1320,1680,20105,2815,2910,10050,3780,9180,58.2,57,35.8,43,2.3,0.4,0.3,58.8,25.5,10.1,1.6,0.2,1.2,0.9,5.1,6.5,77.6,10.9,11.2,38.8,14.6,35.4,1385,280,1055,205,395,70,65,40,40,145,0.8,18.2,68.7,13.4,25.7,4.6,4.2,2.6,2.6,9.4,10.8
08421,"Ulm, Stadt",126790,62913,63877,25555,13675,11880,7302,3788,3514,6133,3188,2945,1169,600,569,10074,5113,4961,8569,4317,4252,1505,796,709,86017,43984,42033,65773,32962,32811,20244,11022,9222,23397,10028,13369,20760,8771,11989,2637,1257,1380,20.2,21.7,18.6,16,15.8,16.2,14.9,15.6,14.3,23.5,25.1,21.9,11.3,12.5,10.3,53204,12207,62,61.1,2388,1041,13851,4713,601,6.8,12.8,22.9,57,54,650,560,27740,14335,10675,6325,17065,1535,260,915,11190,8395,6395,1135,400,385,340,1205,1620,21835,3080,3195,11345,4780,8415,51.7,38.5,22.8,61.5,5.5,0.9,3.3,40.3,30.3,23.1,4.1,1.4,1.4,1.2,4.3,5.8,78.7,11.1,11.5,40.9,17.2,30.3,3480,490,2850,260,990,225,650,135,85,220,2.8,13.6,79.1,7.2,27.5,6.2,18,3.7,2.4,6.1,3.6
