"RS","NAME","INSGESAMT","INSG_M","INSG_W","AUSL_INSG","AUSL_M","AUSL_W","IIU6","IMU6","IWU6","DIU6","DMU6","DWU6","AIU6","AMU6","AWU6","II6BU15","IM6BU15","IW6BU15","DI6BU15","DM6BU15","DW6BU15","AI6BU15","AM6BU15","AW6BU15","II15BU65","IM15BU65","IW15BU65","DI15BU65","DM15BU65","DW15BU65","AI15BU65","AM15BU65","AW15BU65","II65UM","IM65UM","IW65UM","DI65UM","DM65UM","DW65UM","AI65UM","AM65UM","AW65UM","ANT_AI","ANT_AM","ANT_AW","ANT_AIU6","ANT_AMU6","ANT_AWU6","ANT_AI6BU15","ANT_AM6BU15","ANT_AW6BU15","ANT_AI15BU65","ANT_AM15BU65","ANT_AW15BU65","ANT_AI65UM","ANT_AM65UM","ANT_AW65UM","SOZ_INS","SOZ_AUS","BESCHQ_INS","BESCHQ_AUS","ARBLOS_INSG","ARBLOS_AUSL","BESCH_AUS_ABSOLUT","ARBSUCH_INSG_ABSOLUT","ARBSUCH_FLUMI_ABSOLUT","ALQ_AUSL","ANT_ARBS_FLUMI","ANT_SOZ_AUS","kurs_begon","kurs_beend","kurs_tnber","kurs_tln","AZR_INSG","AZR_GASTARB","AZR_EU28_AUSL","AZR_OST2004","AZR_NICHTEU_AUSL","AZR_SYRIEN","AZR_AFGHANISTAN","AZR_IRAK","AZR_EUNIEDERL","AZR_UNBEFR","AZR_BEFR","AZR_ERWERB","AZR_BLUE_C","AZR_GESTATT","AZR_DULD","AZR_U6","AZR_6BU15","AZR_15BU65","AZR_65UM","AZR_ADU2","AZR_AD2BU10","AZR_AD10BU25","AZR_AD25UM","AZR_ANT_GASTARB","AZR_ANT_EU28_AUSL","AZR_ANT_OST2004","AZR_ANT_NICHTEU_AUSL","AZR_ANT_SYRIEN","AZR_ANT_AFGHANISTAN","AZR_ANT_IRAK","AZR_ANT_EUNIEDERL","AZR_ANT_UNBEFR","AZR_ANT_BEFR","AZR_ANT_ERWERB","AZR_ANT_BLUE_C","AZR_ANT_GESTATT","AZR_ANT_DULD","AZR_ANT_U6","AZR_ANT_6BU15","AZR_ANT_15BU65","AZR_ANT_65UM","AZR_ANT_ADU2","AZR_ANT_AD2BU10","AZR_ANT_AD10BU25","AZR_ANT_AD25UM","N_Sch_I_Lag","N_Sch_O","N_Sch_J","N_Sch_N","N_Sch_SY","N_Sch_AF","N_Sch_IQ","N_Sch_RU","N_Sch_IR","N_Sch_XK","A2_Sch_i","A_Sch_O","A_Sch_J","A_Sch_N","A_Sch_SY","A_Sch_AF","A_Sch_IQ","A_Sch_RU","A_Sch_IR","A_Sch_XK","Sch_I_lag"
05558,"Coesfeld",220586,108836,111750,14466,7999,6467,13055,6637,6418,11873,6039,5834,1182,598,584,18362,9527,8835,16891,8741,8150,1471,786,685,142595,71982,70613,131503,65695,65808,11092,6287,4805,46574,20690,25884,45853,20362,25491,721,328,393,6.6,7.3,5.8,9.1,9,9.1,8,8.3,7.8,7.8,8.7,6.8,1.5,1.6,1.5,89697,4692,62.6,43.1,3207,828,5823,6461,1042,12.3,16.1,5.2,31,16,809,668,16945,3985,6285,4700,10660,1905,565,715,6720,2050,4350,270,20,1275,1010,1230,1610,13175,935,2930,8460,2790,2765,23.5,37.1,27.7,62.9,11.2,3.3,4.2,39.7,12.1,25.7,1.6,0.1,7.5,6,7.3,9.5,77.8,5.5,17.3,49.9,16.5,16.3,4595,1715,3065,975,1440,475,620,125,345,220,2.6,29.8,53.3,16.9,25,8.3,10.8,2.2,6,3.8,25.2
05562,"Recklinghausen",614137,299253,314884,70410,36323,34087,34064,17503,16561,29011,14929,14082,5053,2574,2479,48097,24866,23231,42019,21673,20346,6078,3193,2885,390223,195649,194574,338475,168720,169755,51748,26929,24819,141753,61235,80518,134222,57608,76614,7531,3627,3904,11.5,12.1,10.8,14.8,14.7,15,12.6,12.8,12.4,13.3,13.8,12.8,5.3,5.9,4.8,220934,21143,56.1,41.8,25196,7460,25729,41665,4866,6.2,11.7,9.6,110,87,2609,2168,84845,40045,24985,17590,59855,10280,1225,2160,25910,28255,23560,675,150,1340,1805,5230,7320,63320,8975,7030,33820,14535,29460,47.2,29.4,20.7,70.5,12.1,1.4,2.5,30.5,33.3,27.8,0.8,0.2,1.6,2.1,6.2,8.6,74.6,10.6,8.3,39.9,17.1,34.7,16320,1875,14185,1650,7280,1050,1695,230,460,605,2.9,10.6,80.1,9.3,41.1,5.9,9.6,1.3,2.6,3.4,8.5
05566,"Steinfurt",448220,222878,225342,42350,23182,19168,27044,13962,13082,23726,12225,11501,3318,1737,1581,39212,20241,18971,34994,18026,16968,4218,2215,2003,291908,148728,143180,259689,130758,128931,32219,17970,14249,90056,39947,50109,87461,38687,48774,2595,1260,1335,9.4,10.4,8.5,12.3,12.4,12.1,10.8,10.9,10.6,11,12.1,10,2.9,3.2,2.7,184596,13955,63,44.3,9919,3030,16471,16984,2303,15.5,13.6,7.6,71,68,1835,1358,45100,15990,18390,12615,26710,4630,880,1075,19310,8850,12225,665,85,1015,1750,3085,4375,34730,2910,5565,21605,8040,9890,35.5,40.8,28,59.2,10.3,2,2.4,42.8,19.6,27.1,1.5,0.2,2.3,3.9,6.8,9.7,77,6.5,12.3,47.9,17.8,21.9,10780,1270,8195,1610,3635,820,845,135,320,1560,2.5,11.5,74,14.5,32.8,7.4,7.6,1.2,2.9,14.1,2.7
05570,"Warendorf",277840,137208,140632,29508,15572,13936,16023,8218,7805,14036,7203,6833,1987,1015,972,23952,12343,11609,21445,11033,10412,2507,1310,1197,178442,90558,87884,155911,78514,77397,22531,12044,10487,59423,26089,33334,56940,24886,32054,2483,1203,1280,10.6,11.3,9.9,12.4,12.4,12.5,10.5,10.6,10.3,12.6,13.3,11.9,4.2,4.6,3.8,113450,10865,63.3,49.9,7155,2365,13006,12166,1688,15.2,13.9,9.6,44,42,1226,954,30550,11845,11765,8565,18785,3265,465,750,12210,7725,5915,285,45,750,1000,1665,2440,23555,2890,3155,13385,5350,8660,38.8,38.5,28,61.5,10.7,1.5,2.5,40,25.3,19.4,0.9,0.1,2.5,3.3,5.5,8,77.1,9.5,10.3,43.8,17.5,28.3,6035,920,3740,945,1810,340,415,125,190,265,2,16.4,66.7,16.9,32.3,6.1,7.4,2.2,3.4,4.7,-7.1
05711,"Bielefeld, Stadt",334195,161093,173102,50324,24594,25730,19875,10143,9732,16844,8569,8275,3031,1574,1457,28003,14346,13657,23597,12120,11477,4406,2226,2180,219606,108384,111222,181893,90006,91887,37713,18378,19335,66711,28220,38491,61537,25804,35733,5174,2416,2758,15.1,15.3,14.9,15.3,15.5,15,15.7,15.5,16,17.2,17,17.4,7.8,8.6,7.2,126913,15944,57.7,42.9,13103,4255,19220,25276,2839,18,11.2,12.6,147,107,1925,1540,60290,26760,18335,9980,41960,3915,745,6920,19555,18875,14995,840,230,1085,1130,3430,5150,45760,5955,5565,24515,12515,17695,44.4,30.4,16.6,69.6,6.5,1.2,11.5,32.4,31.3,24.9,1.4,0.4,1.8,1.9,5.7,8.5,75.9,9.9,9.2,40.7,20.8,29.3,14395,1600,10620,1150,2750,520,5435,195,310,370,4,12,79.5,8.6,20.6,3.9,40.7,1.5,2.3,2.8,-7.2
05754,"Gütersloh",364938,182215,182723,48636,26238,22398,21949,11272,10677,18457,9508,8949,3492,1764,1728,31782,16352,15430,27808,14288,13520,3974,2064,1910,239053,122710,116343,201394,102017,99377,37659,20693,16966,72154,31881,40273,68643,30164,38479,3511,1717,1794,13.3,14.4,12.3,15.9,15.6,16.2,12.5,12.6,12.4,15.8,16.9,14.6,4.9,5.4,4.5,157371,22120,65.7,60.3,8318,2853,24558,15598,1996,10.3,12.8,14.1,99,78,2225,1530,53770,17015,29555,23030,24215,3820,670,2265,31110,9940,9595,465,100,880,1030,3220,4250,42090,4215,7360,25175,9505,11730,31.6,55,42.8,45,7.1,1.2,4.2,57.9,18.5,17.8,0.9,0.2,1.6,1.9,6,7.9,78.3,7.8,13.7,46.8,17.7,21.8,8735,1160,6830,940,3175,605,1930,140,235,285,2.4,13,76.5,10.5,35.6,6.8,21.6,1.6,2.6,3.2,2.2
05758,"Herford",250578,123033,127545,23841,12564,11277,14171,7296,6875,12538,6432,6106,1633,864,769,20995,10840,10155,18872,9749,9123,2123,1091,1032,159564,80657,78907,141610,71051,70559,17954,9606,8348,55848,24240,31608,53717,23237,30480,2131,1003,1128,9.5,10.2,8.8,11.5,11.8,11.2,10.1,10.1,10.2,11.3,11.9,10.6,3.8,4.1,3.6,100886,7913,62.9,44.9,7015,1809,9299,12497,1245,16,10,7.8,58,58,1302,834,26805,10350,10185,6935,16620,2135,490,1490,10805,7030,6355,310,100,510,745,1605,2375,20285,2535,2730,11520,5330,7225,38.6,38,25.9,62,8,1.8,5.6,40.3,26.2,23.7,1.2,0.4,1.9,2.8,6,8.9,75.7,9.5,10.2,43,19.9,27,5490,650,4205,675,1650,445,990,145,100,220,2.2,11.8,76,12.2,29.8,8,17.9,2.6,1.8,4,0.7
05762,"Höxter",140251,69864,70387,8386,4619,3767,7396,3823,3573,6692,3448,3244,704,375,329,11630,5975,5655,10763,5507,5256,867,468,399,88974,45730,43244,82831,42259,40572,6143,3471,2672,32251,14336,17915,31579,14031,17548,672,305,367,6,6.6,5.4,9.5,9.8,9.2,7.5,7.8,7.1,6.9,7.6,6.2,2.1,2.1,2,54729,2454,60.9,41.5,2694,429,2935,5447,557,12.5,10.2,4.5,17,19,759,411,8650,2610,2840,1775,5810,1140,290,325,3000,1700,2685,155,65,385,460,685,855,6375,735,1205,4345,1270,1830,30.2,32.8,20.5,67.2,13.2,3.4,3.8,34.7,19.7,31,1.8,0.8,4.5,5.3,7.9,9.9,73.7,8.5,13.9,50.2,14.7,21.2,2405,500,1600,455,800,295,255,55,135,40,1.8,19.6,62.6,17.8,31.3,11.5,10,2.2,5.3,1.6,6.2
05766,"Lippe",347514,170528,176986,30338,16162,14176,20587,10612,9975,18205,9377,8828,2382,1235,1147,30841,15822,15019,27591,14096,13495,3250,1726,1524,217357,109826,107531,195117,97832,97285,22240,11994,10246,78729,34268,44461,76263,33061,43202,2466,1207,1259,8.7,9.5,8,11.6,11.6,11.5,10.5,10.9,10.1,10.2,10.9,9.5,3.1,3.5,2.8,134011,8552,61.2,39,10514,2946,10478,18997,2264,7,11.9,6.4,77,71,1583,1252,32925,10345,11020,7665,21905,4715,735,1500,11915,7450,10085,320,130,935,1185,2455,3475,24085,2910,3685,15760,5800,7680,31.4,33.5,23.3,66.5,14.3,2.2,4.6,36.2,22.6,30.6,1,0.4,2.8,3.6,7.5,10.6,73.2,8.8,11.2,47.9,17.6,23.3,8445,1255,6490,1035,3695,670,1165,160,220,190,2.5,14.3,73.9,11.8,42.1,7.6,13.3,1.8,2.5,2.2,4
05770,"Minden-Lübbecke",310409,153244,157165,25630,13528,12102,18022,9393,8629,15912,8327,7585,2110,1066,1044,26751,13739,13012,24036,12311,11725,2715,1428,1287,196914,100004,96910,177997,89902,88095,18917,10102,8815,68722,30108,38614,66834,29176,37658,1888,932,956,8.3,8.8,7.7,11.7,11.3,12.1,10.1,10.4,9.9,9.6,10.1,9.1,2.7,3.1,2.5,124500,8226,62.9,44.7,7911,1989,9513,14716,2103,7.6,14.3,6.6,63,51,1681,1146,29105,8060,9760,6405,19345,4875,890,1810,10410,5585,8780,345,170,805,1275,2155,3130,21700,2120,3785,15035,4925,5355,27.7,33.5,22,66.5,16.7,3.1,6.2,35.8,19.2,30.2,1.2,0.6,2.8,4.4,7.4,10.8,74.6,7.3,13,51.7,16.9,18.4,8750,1055,6835,1175,3815,760,1370,170,225,210,2.9,11.6,75.4,13,42.1,8.4,15.1,1.9,2.5,2.3,3.7
05774,"Paderborn",307839,154132,153707,28957,16084,12873,18593,9589,9004,16749,8607,8142,1844,982,862,26287,13481,12806,23930,12218,11712,2357,1263,1094,206408,106049,100359,183703,93209,90494,22705,12840,9865,56551,25013,31538,54500,24014,30486,2051,999,1052,9.4,10.4,8.4,9.9,10.2,9.6,9,9.4,8.5,11,12.1,9.8,3.6,4,3.3,122578,9495,59.3,42.2,8530,2207,11326,15823,1890,17.5,11.9,7.7,66,59,1495,1007,31195,8685,10395,6525,20795,4365,870,865,11740,5875,10680,600,280,810,935,1990,2500,24290,2410,4330,15565,5095,6200,27.8,33.3,20.9,66.7,14,2.8,2.8,37.6,18.8,34.2,1.9,0.9,2.6,3,6.4,8,77.9,7.7,13.9,49.9,16.3,19.9,7405,970,5940,830,3380,740,680,160,250,170,2.5,12.5,76.7,10.7,43.7,9.6,8.8,2.1,3.2,2.2,4.5
05911,"Bochum, Stadt",365587,178131,187456,48707,25574,23133,19197,9820,9377,15795,8077,7718,3402,1743,1659,25716,13437,12279,21700,11286,10414,4016,2151,1865,239641,120890,118751,202144,101133,101011,37497,19757,17740,81033,33984,47049,77241,32061,45180,3792,1923,1869,13.3,14.4,12.3,17.7,17.7,17.7,15.6,16,15.2,15.6,16.3,14.9,4.7,5.7,4,130642,13284,54.5,36.9,15873,5082,16350,28486,4157,22.7,14.6,10.2,132,128,1814,1801,55805,19625,14870,8675,40930,10045,880,1705,15635,13815,15850,860,280,605,1150,3565,4445,43270,4520,5890,26925,10510,12475,35.2,26.6,15.5,73.3,18,1.6,3.1,28,24.8,28.4,1.5,0.5,1.1,2.1,6.4,8,77.5,8.1,10.6,48.2,18.8,22.4,11805,800,10630,935,6200,615,1150,300,440,315,3.4,6.5,86,7.6,50.1,5,9.3,2.4,3.6,2.5,4.7
05913,"Dortmund, Stadt",588250,289339,298911,106818,56244,50574,34555,17640,16915,27383,13961,13422,7172,3679,3493,46062,23347,22715,37737,19102,18635,8325,4245,4080,386667,196540,190127,305796,153207,152589,80871,43333,37538,120966,51812,69154,110516,46825,63691,10450,4987,5463,18.2,19.4,16.9,20.8,20.9,20.7,18.1,18.2,18,20.9,22,19.7,8.6,9.6,7.9,213495,31333,55.1,39.9,31520,12042,37411,56958,5859,23.5,10.3,14.7,235,221,3417,3177,120855,54150,43750,25140,77105,12665,1565,3145,46385,33370,27180,1415,520,1195,2055,6260,9610,91620,13360,8985,50070,26020,35785,44.8,36.2,20.8,63.8,10.5,1.3,2.6,38.4,27.6,22.5,1.2,0.4,1,1.7,5.2,8,75.8,11.1,7.4,41.4,21.5,29.6,19305,1615,17315,2025,8520,1255,2320,685,625,415,3.6,7.7,82.6,9.7,40.7,6,11.1,3.3,3,2,8.5
05914,"Hagen, Stadt",188686,92214,96472,36519,18942,17577,11423,5907,5516,8587,4423,4164,2836,1484,1352,15816,8117,7699,12147,6175,5972,3669,1942,1727,119419,60440,58979,93070,46697,46373,26349,13743,12606,42028,17750,24278,38363,15977,22386,3665,1773,1892,19.4,20.5,18.2,24.8,25.1,24.5,23.2,23.9,22.4,22.1,22.7,21.4,8.7,10,7.8,68816,11174,57.4,44,10392,4291,13568,17288,1875,23.6,10.8,16.2,65,53,1255,1022,40880,20985,20215,10630,20665,4585,370,450,20780,9195,8945,350,90,440,440,3075,4100,29755,3950,4175,17290,6270,13145,51.3,49.4,26,50.6,11.2,0.9,1.1,50.8,22.5,21.9,0.9,0.2,1.1,1.1,7.5,10,72.8,9.7,10.2,42.3,15.3,32.2,5790,660,5430,375,3300,320,395,120,150,240,3.4,10.2,84,5.8,51,4.9,6.1,1.9,2.3,3.7,11.7
05915,"Hamm, Stadt",179916,88554,91362,28592,15289,13303,10407,5256,5151,8557,4297,4260,1850,959,891,15497,8015,7482,13018,6666,6352,2479,1349,1130,116266,59017,57249,94625,47279,47346,21641,11738,9903,37746,16266,21480,35124,15023,20101,2622,1243,1379,15.9,17.3,14.6,17.8,18.2,17.3,16,16.8,15.1,18.6,19.9,17.3,6.9,7.6,6.4,64700,8560,55.7,41.6,7244,2444,10122,11948,1062,18.6,8.9,13.2,47,26,677,714,31070,14295,10905,9245,20160,2345,325,1055,11490,11440,6675,380,80,200,320,1470,2395,24045,3155,2805,12450,5850,9965,46,35.1,29.8,64.9,7.5,1,3.4,37,36.8,21.5,1.2,0.3,0.6,1,4.7,7.7,77.4,10.2,9,40.1,18.8,32.1,3875,255,3655,270,1750,275,800,40,85,115,2.3,6.1,87.4,6.5,41.9,6.6,19.1,1,2,2.8,7.9
05916,"Herne, Stadt",156449,76795,79654,28104,14738,13366,8790,4472,4318,6795,3476,3319,1995,996,999,12228,6316,5912,10017,5138,4879,2211,1178,1033,101167,51618,49549,79916,40247,39669,21251,11371,9880,34264,14389,19875,31617,13196,18421,2647,1193,1454,18,19.2,16.8,22.7,22.3,23.1,18.1,18.7,17.5,21,22,19.9,7.7,8.3,7.3,53154,7249,52.3,35.4,7701,2781,8817,14986,1982,23,13.2,13.6,57,56,973,869,31580,14650,9430,6790,22150,6080,200,325,9675,10215,9480,240,60,340,425,2125,2640,23730,3090,2735,13540,5205,10105,46.4,29.9,21.5,70.1,19.3,0.6,1,30.6,32.3,30,0.8,0.2,1.1,1.3,6.7,8.4,75.1,9.8,8.7,42.9,16.5,32,5360,505,5355,370,3780,155,230,60,90,105,4,8.1,86,5.9,60.7,2.5,3.7,1,1.4,1.7,16.1
05954,"Ennepe-Ruhr-Kreis",324106,157395,166711,34289,17773,16516,17475,8969,8506,14960,7676,7284,2515,1293,1222,24135,12386,11749,21251,10898,10353,2884,1488,1396,205098,102692,102406,179996,89578,90418,25102,13114,11988,77398,33348,44050,73610,31470,42140,3788,1878,1910,10.6,11.3,9.9,14.4,14.4,14.4,11.9,12,11.9,12.2,12.8,11.7,4.9,5.6,4.3,122882,10315,59.5,41.7,9455,2799,12415,18796,2493,18.3,13.3,8.4,66,50,1474,1225,37415,17680,14350,6540,23070,4360,615,1105,14865,9035,8900,325,95,810,1215,2395,3130,27540,4355,2935,15140,6510,12830,47.3,38.4,17.5,61.7,11.7,1.6,3,39.7,24.1,23.8,0.9,0.3,2.2,3.2,6.4,8.4,73.6,11.6,7.8,40.5,17.4,34.3,8340,1045,6460,1220,3150,550,895,140,250,455,2.7,12,74,14,36.1,6.3,10.3,1.6,2.9,5.2,4.6
05958,"Hochsauerlandkreis",259777,129719,130058,23744,12962,10782,13680,6955,6725,12124,6170,5954,1556,785,771,20817,10768,10049,18760,9670,9090,2057,1098,959,167324,86359,80965,149228,76323,72905,18096,10036,8060,57956,25637,32319,55921,24594,31327,2035,1043,992,9.1,10,8.3,11.4,11.3,11.5,9.9,10.2,9.5,10.8,11.6,10,3.5,4.1,3.1,106859,8367,63.4,47.7,5881,1402,10103,10010,1206,11.9,12,7.8,43,41,1121,783,25985,11735,11130,4945,14855,2550,590,560,11540,5195,6475,475,80,910,685,1560,2210,19695,2520,2810,11235,4255,7680,45.2,42.8,19,57.2,9.8,2.3,2.2,44.4,20,24.9,1.8,0.3,3.5,2.6,6,8.5,75.8,9.7,10.8,43.2,16.4,29.6,5640,1125,3995,660,1940,535,500,65,205,310,2.2,19.5,69.1,11.4,33.6,9.3,8.7,1.1,3.5,5.4,2.5
05962,"Märkischer Kreis",410222,201975,208247,55280,28870,26410,22880,11823,11057,19784,10194,9590,3096,1629,1467,33658,17385,16273,29706,15324,14382,3952,2061,1891,262462,133019,129443,220362,110972,109390,42100,22047,20053,91222,39748,51474,85090,36615,48475,6132,3133,2999,13.5,14.3,12.7,13.5,13.8,13.3,11.7,11.9,11.6,16,16.6,15.5,6.7,7.9,5.8,162576,19304,61.3,45.9,15015,4793,22609,25402,2315,10.6,9.1,11.9,99,97,2252,1711,59195,34845,25870,9970,33325,4310,835,1035,26735,17245,11065,440,120,1195,1155,2890,4315,45250,6740,4365,20005,10220,24605,58.9,43.7,16.8,56.3,7.3,1.4,1.7,45.2,29.1,18.7,0.7,0.2,2,2,4.9,7.3,76.4,11.4,7.4,33.8,17.3,41.6,8830,1530,6360,1135,3090,740,940,130,395,340,2.2,17,70.5,12.6,34.3,8.2,10.4,1.4,4.4,3.8,2.2
05966,"Olpe",133955,67146,66809,12984,6962,6022,7572,3931,3641,6766,3521,3245,806,410,396,11105,5844,5261,10045,5266,4779,1060,578,482,87791,45041,42750,77844,39656,38188,9947,5385,4562,27487,12330,15157,26316,11741,14575,1171,589,582,9.7,10.4,9,10.6,10.4,10.9,9.5,9.9,9.2,11.3,12,10.7,4.3,4.8,3.8,57194,5156,64.4,51.5,2717,774,6016,4973,555,16.9,11.2,9,15,13,675,367,13990,7385,5830,2860,8160,845,325,315,5960,3540,2530,200,35,370,400,800,1150,10755,1285,1220,5555,2580,4640,52.8,41.7,20.4,58.3,6,2.3,2.3,42.6,25.3,18.1,1.4,0.3,2.6,2.9,5.7,8.2,76.9,9.2,8.7,39.7,18.4,33.2,2755,430,1950,370,685,300,290,35,75,250,2.1,15.6,70.8,13.4,24.9,10.9,10.5,1.3,2.7,9.1,0
05970,"Siegen-Wittgenstein",276944,137591,139353,30269,16706,13563,15759,8091,7668,13521,6933,6588,2238,1158,1080,21792,11338,10454,19093,9814,9279,2699,1524,1175,179069,91490,87579,156209,78764,77445,22860,12726,10134,60324,26672,33652,57852,25374,32478,2472,1298,1174,10.9,12.1,9.7,14.2,14.3,14.1,12.4,13.4,11.2,12.8,13.9,11.6,4.1,4.9,3.5,111207,10043,61.4,43.9,7227,2163,12059,12555,1619,14.8,12.9,9,67,46,1233,1052,33950,13140,12560,8400,21390,3410,700,820,13105,7915,9260,665,245,730,860,2410,2930,25735,2875,4225,15310,5795,8620,38.7,37,24.7,63,10,2.1,2.4,38.6,23.3,27.3,2,0.7,2.2,2.5,7.1,8.6,75.8,8.5,12.4,45.1,17.1,25.4,6735,810,5490,780,2545,605,645,125,190,565,2.6,11.4,77.5,11,35.9,8.5,9.1,1.8,2.7,8,5.1
05974,"Soest",301785,149882,151903,29395,16090,13305,16932,8686,8246,14895,7668,7227,2037,1018,1019,25115,13121,11994,22484,11615,10869,2631,1506,1125,194614,99562,95052,172461,87237,85224,22153,12325,9828,65124,28513,36611,62550,27272,35278,2574,1241,1333,9.7,10.7,8.8,12,11.7,12.4,10.5,11.5,9.4,11.4,12.4,10.3,4,4.4,3.6,119963,9162,61.2,41.7,8463,1929,10871,15353,1465,15,9.5,7.6,53,30,1819,1037,29805,11720,13330,6470,16475,2665,540,780,14215,5675,6940,370,200,785,700,1820,2355,22455,3175,3100,12605,5000,9100,39.3,44.7,21.7,55.3,8.9,1.8,2.6,47.7,19,23.3,1.2,0.7,2.6,2.3,6.1,7.9,75.3,10.7,10.4,42.3,16.8,30.5,5905,970,4480,635,2045,510,630,105,255,220,2,15.9,73.6,10.4,33.6,8.4,10.3,1.7,4.2,3.6,3.1
05978,"Unna",394891,192351,202540,42141,21785,20356,21719,11098,10621,18648,9504,9144,3071,1594,1477,31359,16170,15189,27572,14139,13433,3787,2031,1756,251061,126035,125026,219870,109710,110160,31191,16325,14866,90752,39048,51704,86660,37213,49447,4092,1835,2257,10.7,11.3,10.1,14.1,14.4,13.9,12.1,12.6,11.6,12.4,13,11.9,4.5,4.7,4.4,147897,12958,58.5,42.9,14015,3658,15453,25258,2476,18.6,9.8,8.8,85,71,1752,1512,51700,24310,14465,9835,37235,5515,985,1365,15070,16125,11455,245,70,1865,1345,3325,4445,38815,5115,4695,20545,9150,17315,47,28,19,72,10.7,1.9,2.6,29.1,31.2,22.2,0.5,0.1,3.6,2.6,6.4,8.6,75.1,9.9,9.1,39.7,17.7,33.5,12165,2785,7330,2200,3995,720,1055,200,495,365,3.1,22.6,59.5,17.9,32.4,5.8,8.6,1.6,4,3,1.3
06411,"Darmstadt, Stadt",159878,81439,78439,32482,17343,15139,9329,4726,4603,7609,3825,3784,1720,901,819,12410,6368,6042,10419,5299,5120,1991,1069,922,110523,58514,52009,84339,44282,40057,26184,14232,11952,27616,11831,15785,25029,10690,14339,2587,1141,1446,20.3,21.3,19.3,18.4,19.1,17.8,16,16.8,15.3,23.7,24.3,23,9.4,9.6,9.2,63201,13024,57.4,51,4291,1818,15153,8799,1142,10.5,13,20.6,112,63,922,792,35165,13065,11725,5510,23445,1990,1125,350,12525,7800,7860,1075,655,925,150,1615,2070,28545,2935,3750,16135,6805,8475,37.2,33.3,15.7,66.7,5.7,3.2,1,35.6,22.2,22.4,3.1,1.9,2.6,0.4,4.6,5.9,81.2,8.3,10.7,45.9,19.4,24.1,4325,955,3370,185,1200,800,240,125,305,20,2.8,21.2,74.7,4.1,26.6,17.7,5.3,2.8,6.8,0.4,4.3
06412,"Frankfurt am Main, Stadt",763380,376802,386578,225531,113610,111921,49456,25264,24192,38862,19780,19082,10594,5484,5110,61416,31223,30193,48133,24459,23674,13283,6764,6519,533485,268450,265035,354281,177523,176758,179204,90927,88277,119023,51865,67158,96573,41430,55143,22450,10435,12015,29.5,30.2,29,21.4,21.7,21.1,21.6,21.7,21.6,33.6,33.9,33.3,18.9,20.1,17.9,312132,94165,59.4,53.4,20773,10274,104340,43490,3552,8.7,8.2,30.2,347,212,6570,4402,234440,104165,103265,56420,131175,2830,6020,795,110785,58980,46930,11105,3635,1325,1450,9935,12480,188005,24015,25735,90485,51435,66785,44.4,44,24.1,56,1.2,2.6,0.3,47.3,25.2,20,4.7,1.6,0.6,0.6,4.2,5.3,80.2,10.2,11,38.6,21.9,28.5,16955,1805,15035,1310,1960,3840,545,680,1575,230,2.4,9.9,82.8,7.2,10.8,21.2,3,3.7,8.7,1.3,7
06413,"Offenbach am Main, Stadt",130280,64603,65677,47635,24302,23333,8960,4552,4408,6261,3189,3072,2699,1363,1336,11574,5920,5654,8238,4173,4065,3336,1747,1589,88441,44853,43588,51189,25699,25490,37252,19154,18098,21305,9278,12027,16957,7240,9717,4348,2038,2310,36.6,37.6,35.5,30.1,29.9,30.3,28.8,29.5,28.1,42.1,42.7,41.5,20.4,22,19.2,54503,22112,62.4,61,6041,3307,24539,11195,263,8.4,2.3,40.6,63,56,1399,945,56220,29220,33315,21120,22900,245,815,115,34875,12310,6535,1335,200,65,155,3130,3665,44510,4910,6010,22805,12335,15070,52,59.3,37.6,40.7,0.4,1.4,0.2,62,21.9,11.6,2.4,0.4,0.1,0.3,5.6,6.5,79.2,8.7,10.7,40.6,21.9,26.8,2125,80,2005,75,175,430,70,50,140,45,1.7,3.7,92.8,3.5,8.1,19.9,3.2,2.3,6.5,2.1,1.6
06414,"Wiesbaden, Stadt",278474,133104,145370,55215,26917,28298,17953,9222,8731,14210,7288,6922,3743,1934,1809,23850,12215,11635,19767,10124,9643,4083,2091,1992,180770,87805,92965,138924,67333,71591,41846,20472,21374,55901,23862,32039,50358,21442,28916,5543,2420,3123,19.8,20.2,19.5,20.8,21,20.7,17.1,17.1,17.1,23.1,23.3,23,9.9,10.1,9.7,108739,22688,60.1,54.8,9184,3819,26012,16402,1602,12.5,9.8,20.9,130,72,2328,1775,65615,28160,29910,16720,35705,3305,2125,825,31500,16600,11980,1225,365,885,500,3225,4845,50895,6650,6060,26565,14425,18570,42.9,45.6,25.5,54.4,5,3.2,1.3,48,25.3,18.3,1.9,0.6,1.3,0.8,4.9,7.4,77.6,10.1,9.2,40.5,22,28.3,8685,1065,7520,370,2590,1725,695,190,795,110,3.2,11.9,84,4.1,28.9,19.3,7.8,2.1,8.9,1.2,3.1
